# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
21000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
22000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
23000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
24000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
25000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
26000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
27000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
28000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
29000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
30000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
31000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
32000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
33000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
34000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
35000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
36000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
37000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
38000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
39000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
40000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
41000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
42000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
43000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
44000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
45000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
46000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
47000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
48000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
49000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
50000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
51000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
52000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
53000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
54000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
55000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
56000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
57000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
58000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
59000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
60000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
61000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
62000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N6O5	H6C3N6O7	
63000        384          4	 192	 190	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
64000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
65000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
66000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
67000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
68000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
69000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
70000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
71000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
72000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	
73000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H12C6N11O10	NO2	H6C3N6O7	H6C3N6O5	
74000        384          6	 192	 188	 1	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
75000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
76000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	
77000        386          6	 190	 1	 1	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
78000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H12C6N12O12	
79000        383          3	 192	 190	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	
80000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
81000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
82000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H6C3N6O6	
83000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	
84000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	
85000        386          4	 190	 2	 2	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	HC3N2O4	HC2NO2	H4C5N2O4	H6C3N6O6	H6C3N6O5	H6C3N6O7	
86000        387          8	 190	 1	 1	 2	 1	 190	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H6C3N6O6	
87000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
88000        386          4	 192	 190	 2	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
89000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
90000        385          4	 192	 191	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	
91000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
92000        385          4	 192	 191	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
93000        386          4	 192	 190	 2	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	
94000        387          6	 191	 1	 1	 190	 2	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H6C3N6O6	H6C3N5O4	NO2	
95000        388          6	 191	 1	 1	 189	 3	 3	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N6O7	H6C3N6O5	H6C3N5O4	NO2	
96000        387          8	 191	 1	 1	 188	 1	 1	 2	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
97000        387          4	 192	 189	 3	 3	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
98000        389          4	 192	 187	 5	 5	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H4C6N3O6	HC	H5C6N2O4	CNO2	H6C3N6O6	H6C3N5O4	NO2	
99000        391         10	 189	 1	 1	 1	 1	 1	 1	 188	 4	 4	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H12C6N12O12	
100000        387          5	 192	 186	 4	 4	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	
101000        389          5	 191	 1	 5	 188	 4	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
102000        389          4	 192	 187	 5	 5	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H7C3N6O6	H5C3N6O6	
103000        389          6	 192	 185	 5	 5	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
104000        389          4	 192	 187	 5	 5	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	
105000        389          5	 191	 1	 5	 188	 4	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
106000        388          4	 192	 188	 4	 4	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	
107000        391          5	 191	 1	 7	 186	 6	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	
108000        390          6	 191	 1	 1	 187	 5	 5	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H10C14N6O12	H5C7N2O4	NO2	H6C3N6O6	H12C6N12O12	H6C3N5O4	
109000        388          7	 189	 1	 1	 6	 185	 1	 5	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	
110000        391          6	 191	 1	 1	 186	 6	 6	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	
111000        393          7	 189	 2	 8	 1	 1	 186	 6	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	H	
112000        396         10	 189	 2	 2	 1	 1	 184	 7	 8	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
113000        391          4	 192	 185	 7	 7	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	
114000        391          6	 191	 1	 1	 186	 6	 6	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
115000        392          6	 191	 1	 8	 186	 5	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H3C2	H2C5N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
116000        395          9	 188	 2	 2	 2	 2	 186	 5	 7	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C7N3O6	H4C7N3O6	H4C4NO2	CNO2	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
117000        393         10	 189	 1	 1	 1	 1	 1	 186	 5	 7	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
118000        392          7	 191	 1	 1	 186	 5	 7	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
119000        394          7	 191	 1	 1	 184	 7	 9	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H4C4NO2	HC3N2O4	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
120000        395         10	 189	 1	 1	 1	 1	 1	 9	 185	 6	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
121000        394          6	 190	 2	 10	 185	 6	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
122000        393          5	 192	 184	 7	 9	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
123000        394          8	 190	 1	 1	 1	 9	 185	 6	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H3C2	H2C5N3O6	H4C4NO2	HC3N2O4	H5C6N2O4	CNO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
124000        396         12	 188	 1	 9	 1	 1	 1	 1	 1	 1	 185	 6	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
125000        393          6	 191	 1	 9	 185	 6	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
126000        393          5	 192	 184	 7	 9	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
127000        396          9	 190	 1	 1	 1	 1	 183	 8	 10	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
128000        398          9	 190	 1	 1	 1	 1	 181	 10	 12	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H5C6N2O4	CNO2	H11C10N9O12	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
129000        400         11	 187	 2	 2	 1	 1	 1	 1	 14	 179	 11	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
130000        399          7	 190	 2	 2	 180	 11	 13	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
131000        398          7	 191	 1	 1	 180	 11	 13	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
132000        399          5	 192	 178	 13	 15	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N3O5	O	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
133000        400          9	 190	 1	 1	 1	 1	 179	 12	 14	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
134000        399          7	 191	 1	 1	 179	 12	 14	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C6N2O4	CNO2	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
135000        401          9	 189	 1	 1	 2	 2	 179	 12	 14	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
136000        400          7	 191	 1	 1	 178	 13	 15	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
137000        400          9	 190	 1	 1	 1	 1	 179	 12	 14	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
138000        401          7	 191	 1	 1	 178	 12	 16	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
139000        402          9	 189	 1	 1	 2	 2	 178	 13	 15	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
140000        399          5	 192	 178	 13	 15	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
141000        400          7	 191	 1	 1	 178	 13	 15	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C7N3O6	H4C7N3O6	H5C6N2O4	CNO2	H6C3N6O6	H6C3N5O4	NO2	H12C6N11O10	H6C3N4O2	
142000        400         10	 189	 1	 1	 1	 1	 176	 13	 16	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	H12C6N12O12	
143000        400          9	 190	 1	 1	 1	 16	 176	 13	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
144000        400          7	 191	 1	 1	 178	 13	 15	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
145000        401          8	 190	 1	 1	 1	 16	 178	 13	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H3C3NO2	HC3N2O4	HC	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
146000        403         10	 190	 1	 1	 1	 1	 1	 177	 14	 16	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
147000        402          9	 190	 1	 1	 1	 1	 177	 14	 16	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
148000        400          5	 192	 177	 14	 16	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
149000        401          6	 191	 1	 17	 177	 14	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
150000        402          6	 191	 1	 18	 176	 15	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
151000        402          7	 191	 1	 1	 176	 15	 17	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	
152000        402          7	 191	 1	 1	 176	 15	 17	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	
153000        403          8	 190	 1	 1	 1	 18	 176	 15	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	
154000        401          6	 192	 176	 15	 16	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	
155000        402          8	 191	 1	 1	 176	 15	 16	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	
156000        403          8	 191	 1	 1	 175	 16	 17	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	H6C3N4O2	
157000        404          9	 191	 1	 1	 175	 15	 18	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	H6C3N4O2	
158000        406          9	 191	 1	 1	 173	 17	 20	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	H6C3N4O2	
159000        405         11	 190	 1	 1	 1	 1	 175	 15	 18	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	H6C3N4O2	
160000        404          7	 192	 174	 16	 19	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	H6C3N4O2	
161000        404          7	 192	 174	 16	 19	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	H5C3N4O2	HNO2	H6C3N4O2	
162000        407         10	 189	 1	 20	 2	 2	 174	 16	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	H6C3N4O2	
163000        405         11	 190	 1	 1	 1	 1	 175	 15	 18	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H3C3NO2	H2C4N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	H6C3N4O2	
164000        405         11	 190	 1	 1	 1	 1	 175	 15	 18	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H4C7N3O6	H6C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	H6C3N4O2	
165000        405         11	 189	 1	 1	 1	 1	 174	 16	 19	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	H6C3N4O2	
166000        403          7	 192	 175	 15	 18	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N4O2	H6C3N5O4	H6C3N6O5	H6C3N6O7	H5C3N4O2	HNO2	
167000        407         12	 190	 1	 1	 1	 21	 172	 2	 15	 1	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C3NO2	H2C4N2O4	H5C6N2O4	CNO2	H6C3N6O6	H6C3N4O2	NO2	H6C3N5O4	H5C3N4O2	HNO2	
168000        407         11	 190	 1	 1	 1	 1	 174	 2	 20	 15	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N4O2	NO2	H6C3N5O4	H5C3N4O2	HNO2	
169000        407         11	 190	 1	 1	 1	 1	 174	 2	 20	 15	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N4O2	NO2	H6C3N5O4	H5C3N4O2	HNO2	
170000        406          7	 192	 173	 2	 21	 16	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N4O2	NO2	H6C3N5O4	H5C3N4O2	HNO2	
171000        405          7	 192	 174	 2	 20	 15	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N4O2	NO2	H6C3N5O4	H5C3N4O2	HNO2	
172000        405          7	 192	 174	 2	 20	 15	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H5C6N2O4	CNO2	H6C3N6O6	H6C3N4O2	NO2	H6C3N5O4	H5C3N4O2	HNO2	
173000        407         11	 190	 1	 1	 1	 1	 174	 2	 20	 15	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N4O2	NO2	H6C3N5O4	H5C3N4O2	HNO2	
174000        406          9	 191	 1	 1	 174	 2	 20	 15	 1	 1	
