Time_step	H2C2N4O4	Time_step	H2C2N4O4	Time_step	H2C2N4O4	
1000	0	1000	0	1000	0	
2000	0	2000	0	2000	0	
3000	0	3000	0	3000	0	
4000	0	4000	0	4000	0	
5000	0	5000	0	5000	0	
6000	0	6000	0	6000	0	
7000	0	7000	0	7000	0	
8000	0	8000	0	8000	0	
9000	0	9000	0	9000	0	
10000	0	10000	0	10000	0	
11000	0	11000	0	11000	0	
12000	0	12000	0	12000	0	
13000	0	13000	0	13000	0	
14000	0	14000	0	14000	0	
15000	0	15000	0	15000	0	
16000	0	16000	0	16000	0	
17000	0	17000	0	17000	0	
18000	0	18000	0	18000	0	
19000	0	19000	0	19000	0	
20000	0	20000	0	20000	0	
21000	0	21000	0	21000	0	
22000	0	22000	0	22000	0	
23000	0	23000	0	23000	0	
24000	0	24000	0	24000	0	
25000	0	25000	0	25000	0	
26000	0	26000	0	26000	0	
27000	0	27000	0	27000	0	
28000	0	28000	0	28000	0	
29000	0	29000	0	29000	0	
30000	0	30000	0	30000	0	
31000	0	31000	0	31000	0	
32000	0	32000	0	32000	0	
33000	0	33000	0	33000	0	
34000	0	34000	0	34000	0	
35000	0	35000	0	35000	0	
36000	0	36000	0	36000	0	
37000	0	37000	0	37000	0	
38000	0	38000	0	38000	0	
39000	0	39000	0	39000	0	
40000	0	40000	0	40000	0	
41000	0	41000	0	41000	0	
42000	0	42000	0	42000	0	
43000	0	43000	0	43000	0	
44000	0	44000	0	44000	0	
45000	0	45000	0	45000	0	
46000	0	46000	0	46000	0	
47000	0	47000	0	47000	0	
48000	0	48000	0	48000	0	
49000	0	49000	0	49000	0	
50000	0	50000	0	50000	0	
51000	0	51000	0	51000	0	
52000	0	52000	0	52000	0	
53000	0	53000	0	53000	0	
54000	0	54000	0	54000	0	
55000	0	55000	0	55000	0	
56000	0	56000	0	56000	0	
57000	0	57000	0	57000	0	
58000	0	58000	0	58000	0	
59000	0	59000	0	59000	0	
60000	0	60000	0	60000	0	
61000	0	61000	0	61000	0	
62000	0	62000	0	62000	0	
63000	0	63000	0	63000	0	
64000	0	64000	0	64000	0	
65000	0	65000	0	65000	0	
66000	0	66000	0	66000	0	
67000	0	67000	0	67000	0	
68000	0	68000	0	68000	0	
69000	0	69000	0	69000	0	
70000	0	70000	0	70000	0	
71000	0	71000	0	71000	0	
72000	0	72000	0	72000	0	
73000	0	73000	0	73000	0	
74000	0	74000	0	74000	0	
75000	0	75000	0	75000	0	
76000	0	76000	0	76000	0	
77000	0	77000	0	77000	0	
78000	0	78000	0	78000	0	
79000	0	79000	0	79000	0	
80000	0	80000	0	80000	0	
81000	0	81000	0	81000	0	
82000	0	82000	0	82000	0	
83000	0	83000	0	83000	0	
84000	0	84000	0	84000	0	
85000	0	85000	0	85000	0	
86000	0	86000	0	86000	0	
87000	0	87000	0	87000	0	
88000	0	88000	0	88000	0	
89000	0	89000	0	89000	0	
90000	0	90000	0	90000	0	
91000	0	91000	0	91000	0	
92000	0	92000	0	92000	0	
93000	0	93000	0	93000	0	
94000	0	94000	0	94000	0	
95000	0	95000	0	95000	0	
96000	0	96000	0	96000	0	
97000	0	97000	0	97000	0	
98000	0	98000	0	98000	0	
99000	0	99000	0	99000	0	
100000	0	100000	0	100000	0	
101000	0	101000	0	101000	0	
102000	0	102000	0	102000	0	
103000	0	103000	0	103000	0	
104000	0	104000	0	104000	0	
105000	0	105000	0	105000	0	
106000	0	106000	0	106000	0	
107000	0	107000	0	107000	0	
108000	0	108000	0	108000	0	
109000	0	109000	0	109000	0	
110000	0	110000	0	110000	0	
111000	0	111000	0	111000	0	
112000	0	112000	0	112000	0	
113000	0	113000	0	113000	0	
114000	0	114000	0	114000	0	
115000	0	115000	0	115000	0	
116000	0	116000	0	116000	0	
117000	0	117000	0	117000	0	
118000	0	118000	0	118000	0	
119000	0	119000	0	119000	0	
120000	0	120000	0	120000	0	
121000	0	121000	0	121000	0	
122000	0	122000	0	122000	0	
123000	0	123000	0	123000	0	
124000	0	124000	0	124000	0	
125000	0	125000	0	125000	0	
126000	0	126000	0	126000	0	
127000	0	127000	0	127000	0	
128000	0	128000	0	128000	0	
129000	0	129000	0	129000	0	
130000	0	130000	0	130000	0	
131000	0	131000	0	131000	0	
132000	0	132000	0	132000	0	
133000	0	133000	0	133000	0	
134000	0	134000	0	134000	0	
135000	0	135000	0	135000	0	
136000	0	136000	0	136000	0	
137000	0	137000	0	137000	0	
138000	0	138000	0	138000	0	
139000	0	139000	1	139000	0	
140000	0	140000	1	140000	0	
141000	0	141000	1	141000	0	
142000	0	142000	1	142000	0	
143000	0	143000	1	143000	0	
144000	0	144000	2	144000	0	
145000	0	145000	2	145000	1	
146000	0	146000	4	146000	3	
147000	0	147000	6	147000	4	
148000	1	148000	6	148000	4	
149000	1	149000	6	149000	4	
150000	1	150000	6	150000	5	
151000	4	151000	6	151000	7	
152000	9	152000	6	152000	7	
153000	9	153000	8	153000	7	
154000	9	154000	8	154000	7	
155000	9	155000	8	155000	7	
156000	9	156000	8	156000	8	
157000	9	157000	8	157000	10	
158000	9	158000	11	158000	11	
159000	9	159000	11	159000	11	
160000	12	160000	11	160000	13	
161000	12	161000	11	161000	16	
162000	12	162000	11	162000	16	
163000	12	163000	13	163000	17	
164000	12	164000	13	164000	17	
165000	15	165000	14	165000	17	
166000	15	166000	14	166000	20	
167000	15	167000	14	167000	20	
168000	17	168000	14	168000	23	
169000	19	169000	15	169000	28	
170000	21	170000	16	170000	29	
171000	25	171000	17	171000	32	
172000	25	172000	19	172000	34	
173000	25	173000	19	173000	35	
174000	25	174000	19	174000	35	
175000	25	175000	21	175000	35	
176000	29	176000	21	176000	35	
177000	34	177000	25	177000	36	
178000	38	178000	26	178000	36	
179000	43	179000	31	179000	38	
180000	44	180000	31	180000	37	
181000	50	181000	35	181000	41	
182000	51	182000	35	182000	41	
183000	53	183000	35	183000	41	
184000	55	184000	36	184000	44	
185000	58	185000	38	185000	50	
186000	57	186000	45	186000	50	
187000	58	187000	45	187000	50	
188000	59	188000	48	188000	51	
189000	63	189000	53	189000	56	
190000	67	190000	55	190000	59	
191000	69	191000	56	191000	60	
192000	68	192000	56	192000	61	
193000	69	193000	54	193000	61	
194000	69	194000	57	194000	61	
195000	70	195000	57	195000	60	
196000	71	196000	57	196000	62	
197000	71	197000	58	197000	64	
198000	70	198000	61	198000	66	
199000	70	199000	62	199000	66	
200000	71	200000	65	200000	67	
201000	73	201000	67	201000	68	
202000	72	202000	69	202000	70	
203000	73	203000	71	203000	71	
204000	73	204000	71	204000	72	
205000	76	205000	73	205000	73	
206000	76	206000	75	206000	73	
207000	76	207000	75	207000	73	
208000	76	208000	76	208000	75	
209000	75	209000	77	209000	74	
210000	76	210000	77	210000	74	
211000	79	211000	77	211000	73	
212000	81	212000	78	212000	75	
213000	82	213000	80	213000	75	
214000	83	214000	80	214000	76	
215000	82	215000	80	215000	78	
216000	84	216000	80	216000	79	
217000	87	217000	78	217000	80	
